,Map,Team1,Team1Pts,Team2,Team2Pts,Team1Win,Team1LastWin,Team2LastWin,Team1RanksHigher,Team2RanksHigher,Team1WonLast
1245,inferno,Aperture,10,carboN,16,0,0,0,0,0,0
1246,cache,Aperture,9,carboN,16,0,0,1,0,0,0
1247,dust2,31337,14,ATB,16,0,0,0,0,0,0
1248,cache,31337,16,ATB,10,1,0,1,0,0,0
1249,mirage,ATB,25,31337,23,1,0,1,0,0,0
1250,overpass,CSGL,16,Vexed,10,1,0,0,0,1,0
1251,cobblestone,CSGL,7,Vexed,16,0,1,0,0,1,1
1252,mirage,Vexed,9,CSGL,16,0,1,0,1,0,1
1253,cache,summa.gg,7,OverGaming,16,0,0,0,0,0,0
1254,inferno,OverGaming,16,summa.gg,8,1,1,0,0,0,1
1255,cache,Animal Squad,16,Renegades,8,1,0,0,1,0,0
1256,dust2,Bravado,16,eNergy,2,1,1,1,0,0,0
1257,mirage,eNergy,9,Bravado,16,0,0,1,0,0,0
1258,overpass,TyLoo,16,m0nster,1,1,0,0,0,0,0
1259,cobblestone,m0nster,13,TyLoo,16,0,0,1,0,0,0
1260,cache,CSGL,16,31337,13,1,1,0,0,1,0
1261,mirage,CSGL,16,31337,5,1,1,0,0,1,1
1262,overpass,Exile5,15,Immunity,21,0,1,1,0,0,0
1263,overpass,Liquid,7,fnatic,16,0,1,0,0,1,0
1264,cobblestone,Liquid,16,fnatic,12,1,0,1,0,1,0
1265,cache,fnatic,16,Liquid,9,1,0,1,1,0,0
1266,mirage,Chiefs,13,fSociety,16,0,0,1,0,0,0
1267,cobblestone,ATB,3,Vexed,16,0,1,0,1,0,0
1268,mirage,Vexed,16,ATB,3,1,1,0,0,1,1
1269,cache,DeToNator,8,Rapture Play,16,0,0,0,0,0,0
1270,dust2,Rapture Play,22,DeToNator,19,1,1,0,0,0,1
1271,overpass,ESC,2,No Problem!,16,0,0,0,0,0,0
1272,cache,No Problem!,14,ESC,16,0,1,0,0,0,1
1273,mirage,ESC,11,No Problem!,16,0,1,0,0,0,1
1274,cache,Epiphany Bolt,10,No Problem!,16,0,1,1,0,0,0
1275,cobblestone,Epiphany Bolt,6,No Problem!,16,0,0,1,0,0,0
1276,mirage,No Problem!,14,Epiphany Bolt,16,0,1,0,0,0,1
1277,mirage,E-frag.net,13,SK,16,0,1,0,0,1,1
1278,overpass,SK,22,E-frag.net,18,1,1,0,1,0,1
1279,inferno,SK,10,E-frag.net,16,0,1,0,1,0,1
1280,dust2,fnatic,10,TSM,16,0,1,1,0,1,0
1281,inferno,TSM,16,fnatic,14,1,1,0,1,0,1
1282,train,ESC,16,Worst Players,4,1,0,0,0,0,0
1283,mirage,ESC,16,Worst Players,19,0,1,0,0,0,1
1284,cache,Worst Players,14,ESC,16,0,1,0,0,0,1
1285,cobblestone,TheMongolz,16,Insidious,3,1,1,1,0,0,1
1286,inferno,Insidious,6,TheMongolz,16,0,0,1,0,0,0
1287,mirage,Liquid,9,Virtus.pro,16,0,0,0,0,1,0
1288,overpass,Virtus.pro,16,Liquid,14,1,1,0,1,0,1
1289,mirage,Coast,13,Cloud9,16,0,1,1,1,0,0
1290,dust2,FolloweSports.com,8,Trifecta,16,0,1,1,0,0,0
1291,cobblestone,FolloweSports.com,16,Trifecta,8,1,0,1,0,0,0
1292,train,Conquest,11,Luminosity,16,0,1,1,0,1,0
1293,train,Cloud9,16,Luminosity,6,1,1,1,0,1,1
1294,inferno,Belgium,16,Finland,14,1,0,1,0,0,0
1295,dust2,Belgium,2,Finland,16,0,1,0,0,0,1
1296,cobblestone,Finland,13,Belgium,16,0,1,0,0,0,1
1297,cache,Epiphany Bolt,6,No Problem!,16,0,1,0,0,0,1
1298,mirage,Epiphany Bolt,7,No Problem!,16,0,0,1,0,0,0
1299,cobblestone,No Problem!,9,Epiphany Bolt,16,0,1,0,0,0,1
1300,overpass,EnVyUs,16,dignitas,8,1,1,1,1,0,1
1301,mirage,TES,16,Swag Silicone,10,1,1,0,0,0,0
1302,cobblestone,Swag Silicone,16,TES,12,1,0,1,0,0,0
1303,cache,BX3,12,ESC,16,0,0,1,0,0,1
1304,inferno,Russia,16,Hungary,12,1,1,0,0,0,0
1305,overpass,Hungary,7,Russia,16,0,0,1,0,0,0
1306,dust2,KIYF,19,Play2Win,16,1,0,0,0,0,0
1307,cache,KIYF,6,Play2Win,16,0,1,0,0,0,1
1308,mirage,KIYF,16,Play2Win,12,1,0,1,0,0,0
1309,dust2,Easy Fix,16,iDomina,0,1,0,0,0,0,0
1310,cache,Easy Fix,16,iDomina,5,1,1,0,0,0,1
1311,cache,Epiphany Bolt,16,BX3,6,1,1,0,0,0,1
1312,inferno,dignitas,16,SK,14,1,0,0,0,1,1
1313,cobblestone,CPH Wolves,16,PENTA,8,1,1,1,0,0,0
1314,cache,PENTA,7,CPH Wolves,16,0,0,1,0,0,0
1315,mirage,PENTA,19,CPH Wolves,17,1,0,1,0,0,0
1316,cobblestone,Poland,16,Slovakia,6,1,1,0,0,0,0
1317,mirage,Poland,9,Slovakia,16,0,1,0,0,0,1
1318,cache,Slovakia,14,Poland,16,0,1,0,0,0,1
1319,train,SK,10,EnVyUs,16,0,0,1,1,0,0
1320,cache,Playing Ducks,12,ESC,16,0,0,1,0,0,0
1321,overpass,XPRESIV'E,11,x6tence,16,0,0,0,0,0,0
1322,mirage,x6tence,16,XPRESIV'E,14,1,1,0,0,0,1
1323,cache,NiP,11,HellRaisers,16,0,0,0,0,1,0
1324,train,Orbit,16,KILLERFISH,12,1,0,1,0,0,0
1325,cobblestone,KILLERFISH,16,Orbit,19,0,0,1,0,0,0
1326,mirage,Epiphany Bolt,16,Playing Ducks,14,1,1,0,0,0,0
1327,overpass,CSGL,16,Property,12,1,1,0,0,1,0
1328,cobblestone,CSGL,16,Property,11,1,1,0,0,1,1
1329,cobblestone,SK,12,PENTA,16,0,0,1,0,0,1
1330,mirage,SK,9,PENTA,16,0,0,1,0,0,0
1331,dust2,France,16,Iceland,10,1,1,0,0,0,0
1332,cache,France,16,Iceland,12,1,1,0,0,0,1
1333,cache,All-Star Dragon,16,All-Star Tiger,2,1,0,0,0,0,0
1334,dust2,All-Star Tiger,12,All-Star Dragon,16,0,0,1,0,0,0
1335,cache,ESC,13,BX3,16,0,1,0,0,0,1
1336,overpass,3sUP,16,Enemy,7,1,0,0,0,0,0
1337,cobblestone,FolloweSports.com,16,Winterfox,9,1,1,0,0,0,1
1338,mirage,CLG,16,Method,9,1,0,0,0,1,1
1339,cache,Method,14,CLG,16,0,0,1,1,0,0
1340,mirage,Cloud9,16,FolloweSports.com,19,0,1,1,0,1,1
1341,dust2,Winterfox,1,Cloud9,16,0,0,0,1,0,0
1342,cache,CLG,16,3sUP,1,1,1,1,0,1,0
1343,cobblestone,3sUP,8,CLG,16,0,0,1,1,0,0
1344,overpass,compLexity,16,Luminosity,5,1,0,0,1,0,0
1345,overpass,Titan,9,HellRaisers,16,0,1,1,0,1,0
1346,cache,TSM,16,Virtus.pro,11,1,1,1,0,1,1
1347,cobblestone,dignitas,16,Titan,5,1,1,0,0,1,0
1348,inferno,XPC,6,No Problem!,16,0,0,0,0,0,0
1349,cache,FlipSid3,16,CSGL,13,1,0,1,1,0,0
1350,train,FlipSid3,16,CSGL,11,1,1,0,1,0,1
1351,cobblestone,HellRaisers,12,EnVyUs,16,0,1,1,1,0,1
1352,inferno,Virtus.pro,14,Titan,16,0,0,0,1,0,1
1353,inferno,Sweden,16,Kazakhstan,6,1,1,0,0,0,0
1354,dust2,Sweden,16,Kazakhstan,4,1,1,0,0,0,1
1355,cache,Lions,16,PENTA,13,1,1,1,0,0,0
1356,inferno,Lions,16,PENTA,19,0,1,0,0,0,1
1357,mirage,Lions,19,PENTA,16,1,0,1,0,0,0
1358,overpass,Portugal,12,Norway,16,0,0,1,0,0,0
1359,cache,Portugal,21,Norway,25,0,0,1,0,0,0
1360,dust2,Norway,14,Portugal,16,0,1,0,0,0,1
1361,mirage,Planetkey,16,EYES ON U,9,1,0,0,0,0,1
1362,dust2,Planetkey,16,EYES ON U,7,1,1,0,0,0,1
1363,overpass,No Problem!,6,Worst Players,16,0,1,0,0,0,0
1364,inferno,mousesports,14,dignitas,16,0,0,1,1,0,0
1365,cobblestone,mousesports,14,dignitas,16,0,0,1,1,0,0
1366,dust2,TSM,16,G2,5,1,1,0,1,0,1
1367,mirage,EnVyUs,19,Virtus.pro,16,1,1,0,1,0,1
1368,mirage,XPC,16,LGB fe,2,1,0,0,0,0,0
1369,dust2,fnatic,10,Virtus.pro,16,0,0,0,0,1,0
1370,dust2,Natus Vincere,16,EnVyUs,11,1,1,1,0,1,1
1371,cache,London C,14,SK,16,0,1,0,0,0,0
1372,inferno,SK,16,London C,6,1,1,0,0,0,1
1373,train,CSGL,16,MaxAndRelax,8,1,0,0,0,1,0
1374,cache,MaxAndRelax,12,CSGL,16,0,0,1,1,0,0
1375,mirage,Worst Players,16,LGB fe,1,1,1,0,0,0,0
1376,dust2,PENTA,11,HellRaisers,16,0,0,0,0,0,1
1377,mirage,HellRaisers,13,PENTA,16,0,1,0,0,0,1
1378,cobblestone,Spain,12,Germany,16,0,0,1,0,0,0
1379,dust2,Spain,14,Germany,16,0,0,1,0,0,0
1380,cache,Germany,12,Spain,16,0,1,0,0,0,1
1381,mirage,XPC,2,No Problem!,16,0,1,0,0,0,0
1382,train,PiTER,3,E-frag.net,16,0,1,1,1,0,0
1383,mirage,PiTER,7,E-frag.net,16,0,0,1,1,0,0
1384,dust2,Enervate,6,PiTER,16,0,0,0,0,0,0
1385,cache,PiTER,10,Enervate,16,0,1,0,0,0,1
1386,cobblestone,Enervate,5,PiTER,16,0,1,0,0,0,1
1387,overpass,PiTER,5,E-frag.net,16,0,1,1,1,0,0
1388,cache,E-frag.net,16,PiTER,2,1,1,0,0,1,1
1389,cache,Coast,7,Winterfox,16,0,0,0,0,0,0
1390,mirage,CLG,14,Leader-1,16,0,1,0,0,1,0
1391,mirage,3sUP,6,Method,16,0,0,0,0,0,0
1392,train,Method,16,3sUP,12,1,1,0,0,0,1
1393,cobblestone,Conquest,17,compLexity,19,0,0,1,0,1,1
1394,mirage,Swarm,16,Enemy,13,1,0,0,0,0,0
1395,mirage,3sUP,17,compLexity,19,0,0,1,0,0,0
1396,dust2,Luminosity,16,Coast,7,1,0,0,0,1,0
1397,mirage,Luminosity,16,Coast,10,1,1,0,0,1,1
1398,train,FolloweSports.com,16,Winterfox,6,1,1,1,0,0,1
1399,cobblestone,CLG,16,ACE,6,1,0,0,0,1,0
1400,train,Titan,2,G2,16,0,1,0,0,1,1
1401,mirage,mySemperFi,1,No Problem!,16,0,0,1,0,0,0
1402,cobblestone,Sweden,5,Belgium,16,0,1,1,0,0,0
1403,mirage,Russia,5,Slovakia,16,0,1,0,0,0,0
1404,cache,FlipSid3,2,mousesports,16,0,1,0,0,1,0
1405,inferno,mousesports,16,FlipSid3,13,1,1,0,1,0,1
1406,overpass,CSGL,13,Reason,16,0,1,1,0,1,1
1407,mirage,CSGL,8,Reason,16,0,0,1,0,1,0
1408,mirage,EnVyUs,14,Virtus.pro,16,0,0,1,1,0,1
1409,cobblestone,Titan,16,SK,9,1,0,1,0,1,1
1410,dust2,Belgium,16,Iceland,11,1,1,0,0,0,0
1411,dust2,GRS.GP,2,mySemperFi,16,0,0,0,0,0,0
1412,mirage,dignitas,16,Orbit,3,1,1,1,0,1,0
1413,dust2,dignitas,16,Orbit,3,1,1,0,0,1,1
1414,train,Orbit,16,dignitas,3,1,0,1,1,0,0
1415,dust2,HellRaisers,2,NiP,16,0,0,0,1,0,1
1416,mirage,Virtus.pro,8,Natus Vincere,16,0,1,1,1,0,0
1417,dust2,Iceland,16,Bosnia & Herzegovina,4,1,0,0,0,0,0
1418,dust2,mousesports,16,Sententia Mortis,4,1,1,0,0,1,0
1419,cache,Sententia Mortis,2,mousesports,16,0,0,1,1,0,0
1420,cache,United Kingdom,13,Finland,16,0,0,0,0,0,0
1421,mirage,PENTA,16,Playing Ducks,8,1,1,0,0,0,0
1422,cobblestone,PENTA,16,Playing Ducks,10,1,1,0,0,0,1
1423,mirage,KILLERFISH,22,EYES ON U,19,1,0,0,0,0,1
1424,dust2,EYES ON U,16,KILLERFISH,13,1,0,1,0,0,0
1425,cache,Caseking,16,Planetkey,10,1,0,1,0,0,0
1426,cobblestone,Planetkey,6,Caseking,16,0,0,1,0,0,0
1427,dust2,NiP,12,TSM,16,0,1,1,0,1,0
1428,overpass,Virtus.pro,16,SK,8,1,0,0,0,1,1
1429,cache,Bosnia & Herzegovina,16,Norway,12,1,0,0,0,0,0
1430,cache,mySemperFi,2,No Problem!,16,0,1,1,0,0,0
1431,mirage,mySemperFi,5,No Problem!,16,0,0,1,0,0,0
1432,overpass,XPC,6,Reason,16,0,0,1,0,0,0
1433,mirage,Reason,16,XPC,2,1,1,0,0,0,1
1434,inferno,Slovakia,13,United Kingdom,16,0,1,0,0,0,0
1435,train,G2,16,NiP,13,1,1,0,0,1,0
1436,cobblestone,HellRaisers,9,Virtus.pro,16,0,0,1,1,0,0
1437,cache,Iceland,8,Norway,16,0,1,0,0,0,0
1438,dust2,Germany,10,Finland,16,0,0,1,0,0,0
1439,dust2,Germany,16,United Kingdom,7,1,0,1,0,0,0
1440,dust2,TSM,16,EnVyUs,13,1,1,0,0,1,0
1441,cache,TSM,16,EnVyUs,9,1,1,0,0,1,1
1442,cache,Enervate,16,Vega Squadron,2,1,0,0,0,0,0
1443,mirage,Vega Squadron,16,Enervate,19,0,0,1,0,0,0
1444,mirage,RCTIC,13,Enervate,16,0,1,1,0,0,0
1445,cobblestone,Enervate,16,RCTIC,13,1,1,0,0,0,1
1446,dust2,Vega Squadron,16,Nostalgie,14,1,0,0,0,0,0
1447,mirage,Vega Squadron,16,Nostalgie,7,1,1,0,0,0,1
1448,overpass,CLG,16,Enemy,6,1,1,0,0,1,1
1449,train,Enemy,3,CLG,16,0,0,1,1,0,0
1450,mirage,FolloweSports.com,11,Games Academy,16,0,1,1,0,0,0
1451,dust2,Luminosity,16,Conquest,10,1,1,0,1,0,1
1452,cobblestone,Luminosity,16,Conquest,14,1,1,0,1,0,1
1453,dust2,E-frag.net,16,Enervate,12,1,1,1,0,1,1
1454,cache,Enervate,6,E-frag.net,16,0,0,1,1,0,0
1455,mirage,GLG,9,United Estonia,16,0,0,0,0,0,0
1456,dust2,k1ck,9,GRS.GP,16,0,1,0,0,0,0
1457,mirage,Germany,14,Russia,16,0,1,0,0,0,0
1458,train,Sweden,16,Iceland,12,1,0,0,0,0,0
1459,mirage,Vexed,9,Reason,16,0,1,1,0,1,1
1460,overpass,Vexed,8,Reason,16,0,0,1,0,1,0
1461,cache,mousesports,16,Property,12,1,1,0,0,1,0
1462,cobblestone,Property,4,mousesports,16,0,0,1,1,0,0
1463,mirage,Choke,8,fish123,16,0,0,0,0,0,0
1464,dust2,Norway,14,Sweden,16,0,1,1,0,0,0
1465,cache,Asus ROG,16,TeamLessNana,11,1,0,0,0,0,0
1466,dust2,Asus ROG,17,TeamLessNana,19,0,1,0,0,0,1
1467,cobblestone,Publiclir.se,3,LDLC White,16,0,1,1,0,0,0
1468,cache,LDLC White,14,Publiclir.se,16,0,1,0,0,0,1
1469,inferno,LDLC White,16,Publiclir.se,6,1,0,1,0,0,0
1470,mirage,United Kingdom,4,Russia,16,0,0,1,0,0,0
1471,cache,mySemperFi,16,GRS.GP,5,1,0,1,0,0,1
1472,dust2,mySemperFi,16,GRS.GP,8,1,1,0,0,0,1
1473,inferno,XENEX,6,Infused,16,0,0,1,0,0,0
1474,dust2,Belgium,16,Belarus,11,1,1,0,0,0,0
1475,dust2,mousesports,4,G2,16,0,1,1,0,1,0
1476,cache,G2,16,mousesports,10,1,1,0,1,0,1
1477,cobblestone,Bosnia & Herzegovina,6,Belgium,16,0,1,1,0,0,0
1478,dust2,Red Instinct,5,LDLC Blue,16,0,0,1,0,0,0
1479,cobblestone,Red Instinct,13,LDLC Blue,16,0,0,1,0,0,0
1480,cobblestone,Slovakia,16,Turkey,2,1,0,0,0,0,0
1481,mirage,Enervate,19,Nostalgie,16,1,0,0,0,0,0
1482,cobblestone,Enervate,16,Nostalgie,11,1,1,0,0,0,1
1483,cache,Bosnia & Herzegovina,15,Belarus,15,0,0,0,0,0,0
1484,dust2,Vexed,16,BX3,14,1,0,1,0,1,0
1485,cache,Vexed,11,BX3,16,0,1,0,0,1,1
1486,cobblestone,BX3,6,Vexed,16,0,1,0,1,0,1
1487,mirage,No Problem!,16,k1ck,8,1,1,0,0,0,0
1488,cache,k1ck,9,No Problem!,16,0,0,1,0,0,0
1489,cobblestone,k1ck,16,No Problem!,11,1,0,1,0,0,0
1490,mirage,Finland,6,Slovakia,16,0,1,1,0,0,0
1491,mirage,Turkey,3,Finland,16,0,0,0,0,0,0
1492,mirage,Vega Squadron,11,PiTER,16,0,1,0,0,0,1
1493,cache,PiTER,16,Vega Squadron,13,1,1,0,0,0,1
1494,dust2,RCTIC,16,Vega Squadron,19,0,0,0,0,0,1
1495,mirage,Vega Squadron,16,RCTIC,14,1,1,0,0,0,1
1496,mirage,Method,16,vVv,10,1,1,0,0,0,0
1497,inferno,FolloweSports.com,14,Enemy,16,0,0,0,0,0,0
1498,cobblestone,FolloweSports.com,16,Enemy,12,1,0,1,0,0,0
1499,cache,Games Academy,16,Method,13,1,1,1,0,0,0
1500,train,Method,8,Conquest,16,0,0,0,1,0,0
1501,cache,Conquest,16,Method,10,1,1,0,0,1,1
1502,inferno,MaxAndRelax,16,Orbit,3,1,0,1,0,0,0
1503,mirage,MaxAndRelax,5,Orbit,16,0,1,0,0,0,1
1504,cache,EnVyUs,16,fnatic,9,1,0,0,1,0,1
1505,inferno,EnVyUs,13,fnatic,16,0,1,0,1,0,1
1506,train,fnatic,16,EnVyUs,12,1,1,0,0,1,1
1507,mirage,fnatic,6,EnVyUs,16,0,1,0,0,1,1
1508,cobblestone,fnatic,12,EnVyUs,16,0,0,1,0,1,0
1509,overpass,HellRaisers,13,Vexed,16,0,0,1,1,0,0
1510,dust2,HellRaisers,16,Vexed,7,1,0,1,1,0,0
1511,cobblestone,Vexed,16,HellRaisers,11,1,0,1,0,1,0
1512,cobblestone,Liquid,16,Renegades,4,1,0,0,1,0,0
1513,cache,Renegades,7,Liquid,16,0,0,1,0,1,0
1514,cobblestone,Virtus.pro,6,EnVyUs,16,0,1,1,0,1,1
1515,cache,EnVyUs,16,Virtus.pro,7,1,1,0,1,0,1
1516,mirage,Virtus.pro,16,EnVyUs,9,1,0,1,0,1,0
1517,inferno,Virtus.pro,12,EnVyUs,16,0,1,0,0,1,1
1518,train,Virtus.pro,16,EnVyUs,8,1,0,1,0,1,0
1519,overpass,FlipSid3,16,CPH Wolves,13,1,0,0,0,1,0
1520,mirage,FlipSid3,16,CPH Wolves,10,1,1,0,0,1,1
1521,inferno,Immunity,12,dignitas,16,0,1,0,1,0,0
1522,mirage,dignitas,11,Immunity,16,0,1,0,0,1,1
1523,train,dignitas,16,Immunity,12,1,0,1,0,1,0
1524,train,fnatic,16,NiP,7,1,0,0,1,0,1
1525,inferno,NiP,19,fnatic,17,1,0,1,0,1,0
1526,mirage,NiP,13,fnatic,16,0,1,0,0,1,1
1527,cobblestone,fnatic,16,NiP,1,1,1,0,1,0,1
1528,dust2,fnatic,16,NiP,19,0,1,0,1,0,1
1529,overpass,Skyred,12,Vexed,16,0,0,1,1,0,0
1530,cache,Vexed,16,Skyred,14,1,1,0,0,1,1
1531,cobblestone,Titan,16,HellRaisers,7,1,1,0,0,1,0
1532,dust2,Titan,16,HellRaisers,13,1,1,0,0,1,1
1533,overpass,HellRaisers,16,Titan,8,1,0,1,1,0,0
1534,dust2,Vexed,7,HellRaisers,16,0,1,1,0,1,1
1535,cobblestone,Vexed,11,HellRaisers,16,0,0,1,0,1,0
1536,dust2,Titan,16,Skyred,7,1,0,0,0,1,0
1537,inferno,Titan,16,Skyred,8,1,1,0,0,1,1
1538,cobblestone,Conquest,16,Coast,6,1,1,0,0,1,0
1539,inferno,Coast,4,Conquest,16,0,0,1,1,0,0
1540,inferno,Luminosity,16,3sUP,4,1,1,0,0,1,1
1541,cache,Luminosity,16,ex-eLevate,7,1,1,0,0,1,0
1542,train,compLexity,5,Enemy,16,0,1,0,0,0,0
1543,cache,Winterfox,10,Renegades,16,0,0,0,1,0,0
1544,train,Winterfox,13,Renegades,16,0,0,1,1,0,0
1545,mirage,VERY T0X1C,16,Gdansk Lions,10,1,0,0,0,0,0
1546,train,Gdansk Lions,8,VERY T0X1C,16,0,0,1,0,0,0
1547,train,Torpedo,10,ESC,16,0,1,0,0,0,1
1548,cache,Torpedo,12,ESC,16,0,0,1,0,0,0
1549,mirage,Torpedo,16,ESC,4,1,0,1,0,0,0
1550,mirage,Virtus.pro,16,Orbit,10,1,1,1,0,1,0
1551,cobblestone,Virtus.pro,6,Orbit,16,0,1,0,0,1,1
1552,train,Orbit,10,Virtus.pro,16,0,1,0,1,0,1
1553,inferno,E-frag.net,16,SK,2,1,1,0,0,1,1
1554,overpass,E-frag.net,16,SK,6,1,1,0,0,1,1
1555,cache,ESC,16,Epiphany Bolt,10,1,0,1,0,0,0
1556,cobblestone,mousesports,16,Liquid,9,1,0,1,1,0,0
1557,cache,mousesports,16,Liquid,10,1,1,0,1,0,1
1558,cache,ATB,10,31337,16,0,0,0,0,0,1
1559,train,31337,16,ATB,6,1,1,0,0,0,1
1560,dust2,MaxAndRelax,16,volgare,10,1,0,0,0,0,0
1561,mirage,MaxAndRelax,19,volgare,16,1,1,0,0,0,1
1562,train,TSM,16,Virtus.pro,3,1,1,1,0,1,1
1563,overpass,TSM,16,Virtus.pro,11,1,1,0,0,1,1
1564,cobblestone,Epiphany Bolt,13,Torpedo,16,0,0,1,0,0,1
1565,cache,Epiphany Bolt,14,Torpedo,16,0,0,1,0,0,0
1566,cache,Renegades,13,Liquid,16,0,1,0,0,1,0
1567,overpass,Renegades,5,Liquid,16,0,0,1,0,1,0
1568,cobblestone,Renegades,16,Liquid,14,1,0,1,0,1,0
1569,cobblestone,Winterfox,11,mousesports,16,0,0,1,1,0,0
1570,dust2,Winterfox,17,mousesports,19,0,0,1,1,0,0
1571,cobblestone,Luminosity,16,compLexity,1,1,1,0,0,1,0
1572,dust2,compLexity,5,Luminosity,16,0,0,1,1,0,0
1573,dust2,ex-eLevate,16,3sUP,5,1,0,0,0,0,0
1574,mirage,Games Academy,15,FolloweSports.com,19,0,1,1,0,0,1
1575,train,compLexity,16,Misery,3,1,0,0,0,0,0
1576,mirage,Method,16,Coast,13,1,0,0,0,0,0
1577,dust2,Method,16,Coast,13,1,1,0,0,0,1
1578,dust2,CPH Wolves,16,CSGL,1,1,0,0,1,0,0
1579,mirage,CPH Wolves,16,CSGL,14,1,1,0,1,0,1
1580,dust2,Sententia Mortis,6,G2,16,0,0,1,1,0,0
1581,cache,G2,16,Sententia Mortis,8,1,1,0,0,1,1
1582,cache,CPH Wolves,14,CSGL,16,0,1,0,1,0,1
1583,train,E-frag.net,16,Worst Players,4,1,1,1,0,1,0
1584,overpass,E-frag.net,13,Worst Players,16,0,1,0,0,1,1
1585,mirage,ESC,16,XPC,11,1,1,0,0,0,0
1586,cache,KILLERFISH,16,uX,10,1,0,1,0,0,0
1587,train,KILLERFISH,16,uX,3,1,1,0,0,0,1
1588,train,Orbit,9,Property,16,0,0,0,0,0,0
1589,inferno,Orbit,5,Property,16,0,0,1,0,0,0
1590,dust2,E-frag.net,5,G2,16,0,0,1,0,1,0
1591,train,E-frag.net,4,G2,16,0,0,1,0,1,0
1592,cache,Torpedo,16,XPC,5,1,1,0,0,0,0
1593,cobblestone,XPC,1,Torpedo,16,0,0,1,0,0,0
1594,train,FlipSid3,12,CLG,16,0,1,1,0,1,0
1595,cache,FlipSid3,14,CLG,16,0,0,1,0,1,0
1596,mirage,Playing Ducks,19,Planetkey,16,1,0,0,0,0,0
1597,dust2,Playing Ducks,10,Planetkey,16,0,1,0,0,0,1
1598,mirage,SK,19,MaxAndRelax,22,0,0,1,0,0,0
1599,train,MaxAndRelax,16,SK,2,1,1,0,0,0,1
1600,mirage,Epiphany Bolt,16,ESC,2,1,0,1,0,0,0
1601,cobblestone,Epiphany Bolt,16,ESC,13,1,1,0,0,0,1
1602,mirage,CSGL,10,CLG,16,0,1,1,0,1,0
1603,overpass,CSGL,11,CLG,16,0,0,1,0,1,0
1604,dust2,CLG,17,CSGL,19,0,1,0,1,0,1
1605,mirage,FlipSid3,16,CPH Wolves,12,1,0,0,0,1,1
1606,train,CPH Wolves,1,FlipSid3,16,0,0,1,1,0,0
1607,inferno,Coast,16,3sUP,11,1,0,0,0,0,0
1608,mirage,vVv,11,Games Academy,16,0,0,0,0,0,0
1609,mirage,Method,22,FolloweSports.com,20,1,1,1,0,0,0
1610,dust2,FolloweSports.com,19,Method,15,1,0,1,0,0,0
1611,inferno,Conquest,16,Leader-1,4,1,1,1,0,1,0
1612,cache,3sUP,6,Luminosity,16,0,0,1,1,0,0
1613,inferno,Coast,16,FolloweSports.com,3,1,1,1,0,0,0
1614,cobblestone,ACE,10,Conquest,16,0,0,1,1,0,0
1615,overpass,LAN DODGERS,16,CSGOEvo White,12,1,0,0,0,0,0
1616,cache,LAN DODGERS,16,CSGOEvo White,13,1,1,0,0,0,1
1617,mirage,Publiclir.se,14,LAN DODGERS,16,0,0,1,0,0,0
1618,mirage,G2,16,PENTA,9,1,1,1,0,1,1
1619,cache,PENTA,16,G2,11,1,0,1,1,0,0
1620,dust2,Orbit,12,E-frag.net,16,0,0,0,1,0,0
1621,mirage,E-frag.net,16,Orbit,3,1,1,0,0,1,1
1622,train,TSM,16,NiP,5,1,1,1,1,0,1
1623,overpass,ATB,12,Vexed,16,0,0,0,1,0,0
1624,dust2,ATB,5,Vexed,16,0,0,1,1,0,0
1625,dust2,ROCCAT,14,Immunity,16,0,0,0,0,0,0
1626,dust2,NiP,14,fnatic,16,0,0,0,0,1,1
1627,mirage,Immunity,16,ROCCAT,8,1,1,0,0,0,1
1628,cobblestone,Natus Vincere,4,fnatic,16,0,1,1,0,1,0
1629,inferno,E-frag.net,16,Sententia Mortis,11,1,1,0,0,1,0
1630,dust2,Sententia Mortis,14,E-frag.net,16,0,0,1,1,0,0
1631,cache,ESC,10,VERY T0X1C,16,0,0,1,0,0,0
1632,cobblestone,VERY T0X1C,16,ESC,9,1,1,0,0,0,1
1633,cobblestone,Publiclir.se,4,CSGOEvo White,16,0,0,0,0,0,0
1634,mirage,CSGOEvo White,14,Publiclir.se,16,0,1,0,0,0,1
1635,cache,CSGOEvo White,16,Publiclir.se,1,1,0,1,0,0,0
1636,train,Natus Vincere,16,TSM,10,1,0,1,0,1,0
1637,inferno,Caseking,16,EYES ON U,13,1,1,1,0,0,0
1638,dust2,Caseking,17,EYES ON U,19,0,1,0,0,0,1
1639,cache,dignitas,6,Cloud9,16,0,1,1,0,1,0
1640,inferno,dignitas,12,Cloud9,16,0,0,1,0,1,0
1641,overpass,SK,16,Worst Players,13,1,0,1,0,0,0
1642,mirage,SK,19,Worst Players,16,1,1,0,0,0,1
1643,mirage,PENTA,16,XPC,2,1,1,0,0,0,0
1644,cache,PENTA,16,XPC,7,1,1,0,0,0,1
1645,inferno,dignitas,16,Immunity,12,1,0,1,0,1,1
1646,cache,Immunity,5,dignitas,16,0,0,1,1,0,0
1647,cobblestone,Athletico,10,Animal Squad,16,0,0,1,0,0,0
1648,inferno,Animal Squad,21,Athletico,15,1,1,0,0,0,1
1649,cache,Cloud9,16,ROCCAT,8,1,1,0,0,1,0
1650,dust2,ROCCAT,14,Cloud9,16,0,0,1,1,0,0
